#theta_cm, theta3_lab, Ek3_lab, theta4_deg, Ek4_lab
19.3 136.266 56.294 172.699 414.166
19.4 139.981 89.3921 171.034 381.068
19.5 145.424 126.082 170.066 344.379
19.6 151.738 162.771 169.996 307.689
19.7 158.522 195.869 170.994 274.591
19.8 165.568 222.136 173.127 248.324
19.9 172.753 239 176.262 231.46
20 180 244.811 180 225.649
20.1 7.24652 239 3.73772 231.46
20.2 14.432 222.136 6.87295 248.324
20.3 21.4777 195.869 9.00627 274.591
20.4 28.2623 162.771 10.0042 307.689
20.5 34.5762 126.082 9.93421 344.379
20.6 40.0193 89.3921 8.96608 381.068
20.7 43.7342 56.294 7.30053 414.166
20.8 43.5758 30.0273 5.13356 440.433
20.9 33.2411 13.163 2.64506 457.297
21 180 7.35196 180 463.108
21.1 146.759 13.163 177.355 457.297
21.2 136.424 30.0273 174.866 440.433
21.3 136.266 56.294 172.699 414.166
21.4 139.981 89.3921 171.034 381.068
21.5 145.424 126.082 170.066 344.379
21.6 151.738 162.771 169.996 307.689
21.7 158.522 195.869 170.994 274.591
21.8 165.568 222.136 173.127 248.324
21.9 172.753 239 176.262 231.46
22 180 244.811 180 225.649
22.1 7.24652 239 3.73772 231.46
22.2 14.432 222.136 6.87295 248.324
22.3 21.4777 195.869 9.00627 274.591
22.4 28.2623 162.771 10.0042 307.689
22.5 34.5762 126.082 9.93421 344.379
22.6 40.0193 89.3921 8.96608 381.068
22.7 43.7342 56.294 7.30053 414.166
22.8 43.5758 30.0273 5.13356 440.433
22.9 33.2411 13.163 2.64506 457.297
23 8.66661e-13 7.35196 5.41503e-14 463.108
23.1 146.759 13.163 177.355 457.297
23.2 136.424 30.0273 174.866 440.433
23.3 136.266 56.294 172.699 414.166
23.4 139.981 89.3921 171.034 381.068
23.5 145.424 126.082 170.066 344.379
23.6 151.738 162.771 169.996 307.689
23.7 158.522 195.869 170.994 274.591
23.8 165.568 222.136 173.127 248.324
23.9 172.753 239 176.262 231.46
24 180 244.811 180 225.649
24.1 7.24652 239 3.73772 231.46
24.2 14.432 222.136 6.87295 248.324
24.3 21.4777 195.869 9.00627 274.591
24.4 28.2623 162.771 10.0042 307.689
24.5 34.5762 126.082 9.93421 344.379
24.6 40.0193 89.3921 8.96608 381.068
24.7 43.7342 56.294 7.30053 414.166
24.8 43.5758 30.0273 5.13356 440.433
24.9 33.2411 13.163 2.64506 457.297
25 180 7.35196 180 463.108
25.1 146.759 13.163 177.355 457.297
25.2 136.424 30.0273 174.866 440.433
25.3 136.266 56.294 172.699 414.166
25.4 139.981 89.3921 171.034 381.068
25.5 145.424 126.082 170.066 344.379
25.6 151.738 162.771 169.996 307.689
25.7 158.522 195.869 170.994 274.591
25.8 165.568 222.136 173.127 248.324
25.9 172.753 239 176.262 231.46
26 9.05716e-14 244.811 4.80096e-14 225.649
26.1 7.24652 239 3.73772 231.46
26.2 14.432 222.136 6.87295 248.324
26.3 21.4777 195.869 9.00627 274.591
26.4 28.2623 162.771 10.0042 307.689
26.5 34.5762 126.082 9.93421 344.379
26.6 40.0193 89.3921 8.96608 381.068
26.7 43.7342 56.294 7.30053 414.166
26.8 43.5758 30.0273 5.13356 440.433
26.9 33.2411 13.163 2.64506 457.297
27 9.33315e-13 7.35196 5.83149e-14 463.108
27.1 146.759 13.163 177.355 457.297
27.2 136.424 30.0273 174.866 440.433
27.3 136.266 56.294 172.699 414.166
27.4 139.981 89.3921 171.034 381.068
27.5 145.424 126.082 170.066 344.379
27.6 151.738 162.771 169.996 307.689
27.7 158.522 195.869 170.994 274.591
27.8 165.568 222.136 173.127 248.324
27.9 172.753 239 176.262 231.46
28 180 244.811 180 225.649
28.1 7.24652 239 3.73772 231.46
28.2 14.432 222.136 6.87295 248.324
28.3 21.4777 195.869 9.00627 274.591
28.4 28.2623 162.771 10.0042 307.689
28.5 34.5762 126.082 9.93421 344.379
28.6 40.0193 89.3921 8.96608 381.068
28.7 43.7342 56.294 7.30053 414.166
28.8 43.5758 30.0273 5.13356 440.433
28.9 33.2411 13.163 2.64506 457.297
29 180 7.35196 180 463.108
29.1 146.759 13.163 177.355 457.297
29.2 136.424 30.0273 174.866 440.433
29.3 136.266 56.294 172.699 414.166
29.4 139.981 89.3921 171.034 381.068
29.5 145.424 126.082 170.066 344.379
29.6 151.738 162.771 169.996 307.689
29.7 158.522 195.869 170.994 274.591
29.8 165.568 222.136 173.127 248.324
29.9 172.753 239 176.262 231.46
30 180 244.811 180 225.649
30.1 7.24652 239 3.73772 231.46
30.2 14.432 222.136 6.87295 248.324
30.3 21.4777 195.869 9.00627 274.591
30.4 28.2623 162.771 10.0042 307.689
30.5 34.5762 126.082 9.93421 344.379
30.6 40.0193 89.3921 8.96608 381.068
30.7 43.7342 56.294 7.30053 414.166
30.8 43.5758 30.0273 5.13356 440.433
30.9 33.2411 13.163 2.64506 457.297
31 9.99968e-13 7.35196 6.24795e-14 463.108
31.1 146.759 13.163 177.355 457.297
31.2 136.424 30.0273 174.866 440.433
31.3 136.266 56.294 172.699 414.166
31.4 139.981 89.3921 171.034 381.068
31.5 145.424 126.082 170.066 344.379
31.6 151.738 162.771 169.996 307.689
31.7 158.522 195.869 170.994 274.591
31.8 165.568 222.136 173.127 248.324
31.9 172.753 239 176.262 231.46
32 180 244.811 180 225.649
32.1 7.24652 239 3.73772 231.46
32.2 14.432 222.136 6.87295 248.324
32.3 21.4777 195.869 9.00627 274.591
32.4 28.2623 162.771 10.0042 307.689
32.5 34.5762 126.082 9.93421 344.379
32.6 40.0193 89.3921 8.96608 381.068
32.7 43.7342 56.294 7.30053 414.166
32.8 43.5758 30.0273 5.13356 440.433
32.9 33.2411 13.163 2.64506 457.297
33 6.64849e-14 7.35196 4.15407e-15 463.108
33.1 146.759 13.163 177.355 457.297
33.2 136.424 30.0273 174.866 440.433
33.3 136.266 56.294 172.699 414.166
33.4 139.981 89.3921 171.034 381.068
33.5 145.424 126.082 170.066 344.379
33.6 151.738 162.771 169.996 307.689
33.7 158.522 195.869 170.994 274.591
33.8 165.568 222.136 173.127 248.324
33.9 172.753 239 176.262 231.46
34 6.7943e-14 244.811 3.60148e-14 225.649
34.1 7.24652 239 3.73772 231.46
34.2 14.432 222.136 6.87295 248.324
34.3 21.4777 195.869 9.00627 274.591
34.4 28.2623 162.771 10.0042 307.689
34.5 34.5762 126.082 9.93421 344.379
34.6 40.0193 89.3921 8.96608 381.068
34.7 43.7342 56.294 7.30053 414.166
34.8 43.5758 30.0273 5.13356 440.433
34.9 33.2411 13.163 2.64506 457.297
35 1.06662e-12 7.35196 6.66441e-14 463.108
35.1 146.759 13.163 177.355 457.297
35.2 136.424 30.0273 174.866 440.433
35.3 136.266 56.294 172.699 414.166
35.4 139.981 89.3921 171.034 381.068
35.5 145.424 126.082 170.066 344.379
35.6 151.738 162.771 169.996 307.689
35.7 158.522 195.869 170.994 274.591
35.8 165.568 222.136 173.127 248.324
35.9 172.753 239 176.262 231.46
36 180 244.811 180 225.649
36.1 7.24652 239 3.73772 231.46
36.2 14.432 222.136 6.87295 248.324
36.3 21.4777 195.869 9.00627 274.591
36.4 28.2623 162.771 10.0042 307.689
36.5 34.5762 126.082 9.93421 344.379
36.6 40.0193 89.3921 8.96608 381.068
36.7 43.7342 56.294 7.30053 414.166
36.8 43.5758 30.0273 5.13356 440.433
36.9 33.2411 13.163 2.64506 457.297
37 1.33138e-13 7.35196 8.31867e-15 463.108
37.1 146.759 13.163 177.355 457.297
37.2 136.424 30.0273 174.866 440.433
37.3 136.266 56.294 172.699 414.166
37.4 139.981 89.3921 171.034 381.068
37.5 145.424 126.082 170.066 344.379
37.6 151.738 162.771 169.996 307.689
37.7 158.522 195.869 170.994 274.591
37.8 165.568 222.136 173.127 248.324
37.9 172.753 239 176.262 231.46
38 180 244.811 180 225.649
38.1 7.24652 239 3.73772 231.46
38.2 14.432 222.136 6.87295 248.324
38.3 21.4777 195.869 9.00627 274.591
38.4 28.2623 162.771 10.0042 307.689
38.5 34.5762 126.082 9.93421 344.379
38.6 40.0193 89.3921 8.96608 381.068
38.7 43.7342 56.294 7.30053 414.166
38.8 43.5758 30.0273 5.13356 440.433
38.9 33.2411 13.163 2.64506 457.297
39 1.13327e-12 7.35196 7.08087e-14 463.108
39.1 146.759 13.163 177.355 457.297
39.2 136.424 30.0273 174.866 440.433
39.3 136.266 56.294 172.699 414.166
39.4 139.981 89.3921 171.034 381.068
39.5 145.424 126.082 170.066 344.379
39.6 151.738 162.771 169.996 307.689
39.7 158.522 195.869 170.994 274.591
39.8 165.568 222.136 173.127 248.324
39.9 172.753 239 176.262 231.46
40 180 244.811 180 225.649
40.1 7.24652 239 3.73772 231.46
40.2 14.432 222.136 6.87295 248.324
40.3 21.4777 195.869 9.00627 274.591
40.4 28.2623 162.771 10.0042 307.689
40.5 34.5762 126.082 9.93421 344.379
40.6 40.0193 89.3921 8.96608 381.068
40.7 43.7342 56.294 7.30053 414.166
40.8 43.5758 30.0273 5.13356 440.433
40.9 33.2411 13.163 2.64506 457.297
41 2.13341e-12 7.35196 1.33299e-13 463.108
41.1 146.759 13.163 177.355 457.297
41.2 136.424 30.0273 174.866 440.433
41.3 136.266 56.294 172.699 414.166
41.4 139.981 89.3921 171.034 381.068
41.5 145.424 126.082 170.066 344.379
41.6 151.738 162.771 169.996 307.689
41.7 158.522 195.869 170.994 274.591
41.8 165.568 222.136 173.127 248.324
41.9 172.753 239 176.262 231.46
42 4.53144e-14 244.811 2.402e-14 225.649
42.1 7.24652 239 3.73772 231.46
42.2 14.432 222.136 6.87295 248.324
42.3 21.4777 195.869 9.00627 274.591
42.4 28.2623 162.771 10.0042 307.689
42.5 34.5762 126.082 9.93421 344.379
42.6 40.0193 89.3921 8.96608 381.068
42.7 43.7342 56.294 7.30053 414.166
42.8 43.5758 30.0273 5.13356 440.433
42.9 33.2411 13.163 2.64506 457.297
43 1.19993e-12 7.35196 7.49732e-14 463.108
43.1 146.759 13.163 177.355 457.297
43.2 136.424 30.0273 174.866 440.433
43.3 136.266 56.294 172.699 414.166
43.4 139.981 89.3921 171.034 381.068
43.5 145.424 126.082 170.066 344.379
43.6 151.738 162.771 169.996 307.689
43.7 158.522 195.869 170.994 274.591
43.8 165.568 222.136 173.127 248.324
43.9 172.753 239 176.262 231.46
44 180 244.811 180 225.649
44.1 7.24652 239 3.73772 231.46
44.2 14.432 222.136 6.87295 248.324
44.3 21.4777 195.869 9.00627 274.591
44.4 28.2623 162.771 10.0042 307.689
44.5 34.5762 126.082 9.93421 344.379
44.6 40.0193 89.3921 8.96608 381.068
44.7 43.7342 56.294 7.30053 414.166
44.8 43.5758 30.0273 5.13356 440.433
44.9 33.2411 13.163 2.64506 457.297
45 2.66445e-13 7.35196 1.66479e-14 463.108
45.1 146.759 13.163 177.355 457.297
45.2 136.424 30.0273 174.866 440.433
45.3 136.266 56.294 172.699 414.166
45.4 139.981 89.3921 171.034 381.068
45.5 145.424 126.082 170.066 344.379
45.6 151.738 162.771 169.996 307.689
45.7 158.522 195.869 170.994 274.591
45.8 165.568 222.136 173.127 248.324
45.9 172.753 239 176.262 231.46
46 180 244.811 180 225.649
46.1 7.24652 239 3.73772 231.46
46.2 14.432 222.136 6.87295 248.324
46.3 21.4777 195.869 9.00627 274.591
46.4 28.2623 162.771 10.0042 307.689
46.5 34.5762 126.082 9.93421 344.379
46.6 40.0193 89.3921 8.96608 381.068
46.7 43.7342 56.294 7.30053 414.166
46.8 43.5758 30.0273 5.13356 440.433
46.9 33.2411 13.163 2.64506 457.297
47 180 7.35196 180 463.108
47.1 146.759 13.163 177.355 457.297
47.2 136.424 30.0273 174.866 440.433
47.3 136.266 56.294 172.699 414.166
47.4 139.981 89.3921 171.034 381.068
47.5 145.424 126.082 170.066 344.379
47.6 151.738 162.771 169.996 307.689
47.7 158.522 195.869 170.994 274.591
47.8 165.568 222.136 173.127 248.324
47.9 172.753 239 176.262 231.46
48 180 244.811 180 225.649
48.1 7.24652 239 3.73772 231.46
48.2 14.432 222.136 6.87295 248.324
48.3 21.4777 195.869 9.00627 274.591
48.4 28.2623 162.771 10.0042 307.689
48.5 34.5762 126.082 9.93421 344.379
48.6 40.0193 89.3921 8.96608 381.068
48.7 43.7342 56.294 7.30053 414.166
48.8 43.5758 30.0273 5.13356 440.433
48.9 33.2411 13.163 2.64506 457.297
49 2.26672e-12 7.35196 1.41628e-13 463.108
49.1 146.759 13.163 177.355 457.297
49.2 136.424 30.0273 174.866 440.433
49.3 136.266 56.294 172.699 414.166
49.4 139.981 89.3921 171.034 381.068
49.5 145.424 126.082 170.066 344.379
49.6 151.738 162.771 169.996 307.689
49.7 158.522 195.869 170.994 274.591
49.8 165.568 222.136 173.127 248.324
49.9 172.753 239 176.262 231.46
50 2.26858e-14 244.811 1.20251e-14 225.649
50.1 7.24652 239 3.73772 231.46
50.2 14.432 222.136 6.87295 248.324
50.3 21.4777 195.869 9.00627 274.591
50.4 28.2623 162.771 10.0042 307.689
50.5 34.5762 126.082 9.93421 344.379
50.6 40.0193 89.3921 8.96608 381.068
50.7 43.7342 56.294 7.30053 414.166
50.8 43.5758 30.0273 5.13356 440.433
50.9 33.2411 13.163 2.64506 457.297
51 1.33323e-12 7.35196 8.33024e-14 463.108
51.1 146.759 13.163 177.355 457.297
51.2 136.424 30.0273 174.866 440.433
51.3 136.266 56.294 172.699 414.166
51.4 139.981 89.3921 171.034 381.068
51.5 145.424 126.082 170.066 344.379
51.6 151.738 162.771 169.996 307.689
51.7 158.522 195.869 170.994 274.591
51.8 165.568 222.136 173.127 248.324
51.9 172.753 239 176.262 231.46
52 1.81143e-13 244.811 9.60192e-14 225.649
52.1 7.24652 239 3.73772 231.46
52.2 14.432 222.136 6.87295 248.324
52.3 21.4777 195.869 9.00627 274.591
52.4 28.2623 162.771 10.0042 307.689
52.5 34.5762 126.082 9.93421 344.379
52.6 40.0193 89.3921 8.96608 381.068
52.7 43.7342 56.294 7.30053 414.166
52.8 43.5758 30.0273 5.13356 440.433
52.9 33.2411 13.163 2.64506 457.297
53 3.99751e-13 7.35196 2.49771e-14 463.108
53.1 146.759 13.163 177.355 457.297
53.2 136.424 30.0273 174.866 440.433
53.3 136.266 56.294 172.699 414.166
53.4 139.981 89.3921 171.034 381.068
53.5 145.424 126.082 170.066 344.379
53.6 151.738 162.771 169.996 307.689
53.7 158.522 195.869 170.994 274.591
53.8 165.568 222.136 173.127 248.324
53.9 172.753 239 176.262 231.46
54 180 244.811 180 225.649
54.1 7.24652 239 3.73772 231.46
54.2 14.432 222.136 6.87295 248.324
54.3 21.4777 195.869 9.00627 274.591
54.4 28.2623 162.771 10.0042 307.689
54.5 34.5762 126.082 9.93421 344.379
54.6 40.0193 89.3921 8.96608 381.068
54.7 43.7342 56.294 7.30053 414.166
54.8 43.5758 30.0273 5.13356 440.433
54.9 33.2411 13.163 2.64506 457.297
55 180 7.35196 180 463.108
55.1 146.759 13.163 177.355 457.297
55.2 136.424 30.0273 174.866 440.433
55.3 136.266 56.294 172.699 414.166
55.4 139.981 89.3921 171.034 381.068
55.5 145.424 126.082 170.066 344.379
55.6 151.738 162.771 169.996 307.689
55.7 158.522 195.869 170.994 274.591
55.8 165.568 222.136 173.127 248.324
55.9 172.753 239 176.262 231.46
56 180 244.811 180 225.649
56.1 7.24652 239 3.73772 231.46
56.2 14.432 222.136 6.87295 248.324
56.3 21.4777 195.869 9.00627 274.591
56.4 28.2623 162.771 10.0042 307.689
56.5 34.5762 126.082 9.93421 344.379
56.6 40.0193 89.3921 8.96608 381.068
56.7 43.7342 56.294 7.30053 414.166
56.8 43.5758 30.0273 5.13356 440.433
56.9 33.2411 13.163 2.64506 457.297
57 2.40002e-12 7.35196 1.49957e-13 463.108
57.1 146.759 13.163 177.355 457.297
57.2 136.424 30.0273 174.866 440.433
57.3 136.266 56.294 172.699 414.166
57.4 139.981 89.3921 171.034 381.068
57.5 145.424 126.082 170.066 344.379
57.6 151.738 162.771 169.996 307.689
57.7 158.522 195.869 170.994 274.591
57.8 165.568 222.136 173.127 248.324
57.9 172.753 239 176.262 231.46
58 5.71866e-17 244.811 3.03131e-17 225.649
58.1 7.24652 239 3.73772 231.46
58.2 14.432 222.136 6.87295 248.324
58.3 21.4777 195.869 9.00627 274.591
58.4 28.2623 162.771 10.0042 307.689
58.5 34.5762 126.082 9.93421 344.379
58.6 40.0193 89.3921 8.96608 381.068
58.7 43.7342 56.294 7.30053 414.166
58.8 43.5758 30.0273 5.13356 440.433
58.9 33.2411 13.163 2.64506 457.297
59 1.46654e-12 7.35196 9.16316e-14 463.108
59.1 146.759 13.163 177.355 457.297
59.2 136.424 30.0273 174.866 440.433
59.3 136.266 56.294 172.699 414.166
59.4 139.981 89.3921 171.034 381.068
59.5 145.424 126.082 170.066 344.379
59.6 151.738 162.771 169.996 307.689
59.7 158.522 195.869 170.994 274.591
59.8 165.568 222.136 173.127 248.324
59.9 172.753 239 176.262 231.46
60 180 244.811 180 225.649
60.1 7.24652 239 3.73772 231.46
60.2 14.432 222.136 6.87295 248.324
60.3 21.4777 195.869 9.00627 274.591
60.4 28.2623 162.771 10.0042 307.689
60.5 34.5762 126.082 9.93421 344.379
60.6 40.0193 89.3921 8.96608 381.068
60.7 43.7342 56.294 7.30053 414.166
60.8 43.5758 30.0273 5.13356 440.433
60.9 33.2411 13.163 2.64506 457.297
61 5.33058e-13 7.35196 3.33062e-14 463.108
61.1 146.759 13.163 177.355 457.297
61.2 136.424 30.0273 174.866 440.433
61.3 136.266 56.294 172.699 414.166
61.4 139.981 89.3921 171.034 381.068
61.5 145.424 126.082 170.066 344.379
61.6 151.738 162.771 169.996 307.689
61.7 158.522 195.869 170.994 274.591
61.8 165.568 222.136 173.127 248.324
61.9 172.753 239 176.262 231.46
62 180 244.811 180 225.649
62.1 7.24652 239 3.73772 231.46
62.2 14.432 222.136 6.87295 248.324
62.3 21.4777 195.869 9.00627 274.591
62.4 28.2623 162.771 10.0042 307.689
62.5 34.5762 126.082 9.93421 344.379
62.6 40.0193 89.3921 8.96608 381.068
62.7 43.7342 56.294 7.30053 414.166
62.8 43.5758 30.0273 5.13356 440.433
62.9 33.2411 13.163 2.64506 457.297
63 180 7.35196 180 463.108
63.1 146.759 13.163 177.355 457.297
63.2 136.424 30.0273 174.866 440.433
63.3 136.266 56.294 172.699 414.166
63.4 139.981 89.3921 171.034 381.068
63.5 145.424 126.082 170.066 344.379
63.6 151.738 162.771 169.996 307.689
63.7 158.522 195.869 170.994 274.591
63.8 165.568 222.136 173.127 248.324
63.9 172.753 239 176.262 231.46
64 180 244.811 180 225.649
64.1 7.24652 239 3.73772 231.46
64.2 14.432 222.136 6.87295 248.324
64.3 21.4777 195.869 9.00627 274.591
64.4 28.2623 162.771 10.0042 307.689
64.5 34.5762 126.082 9.93421 344.379
64.6 40.0193 89.3921 8.96608 381.068
64.7 43.7342 56.294 7.30053 414.166
64.8 43.5758 30.0273 5.13356 440.433
64.9 33.2411 13.163 2.64506 457.297
65 2.53333e-12 7.35196 1.58286e-13 463.108
65.1 146.759 13.163 177.355 457.297
65.2 136.424 30.0273 174.866 440.433
65.3 136.266 56.294 172.699 414.166
65.4 139.981 89.3921 171.034 381.068
65.5 145.424 126.082 170.066 344.379
65.6 151.738 162.771 169.996 307.689
65.7 158.522 195.869 170.994 274.591
65.8 165.568 222.136 173.127 248.324
65.9 172.753 239 176.262 231.46
66 180 244.811 180 225.649
66.1 7.24652 239 3.73772 231.46
66.2 14.432 222.136 6.87295 248.324
66.3 21.4777 195.869 9.00627 274.591
66.4 28.2623 162.771 10.0042 307.689
66.5 34.5762 126.082 9.93421 344.379
66.6 40.0193 89.3921 8.96608 381.068
